2016-01-05T14:16:04Z,"b'UK Lawmakers to Debate Petition Seeking Ban on Trump, No Vote Planned'",b'By REUTERS',b'British lawmakers are to hold a debate on a petition signed by more than half a million people calling for U.S. Republican presidential candidate Donald Trump to be barred from Britain after his proposal to stop Muslims entering the United States.',379,NA
2016-01-05T14:05:39Z,b'British Lawmakers to Debate Call for Trump to Be Barred',b'By THE ASSOCIATED PRESS',b'British lawmakers will debate a petition calling for U.S. presidential hopeful Donald Trump to be banned from the country over his remarks about Muslims &#8212; and a rival petition saying he should be allowed in.',211,NA
2016-01-05T12:30:34Z,"b'Weighing Oregon Standoff Solutions, from Arrests to Birder Invasion'",b'By ANDREW C. REVKIN',,2238,"['Cruz, Ted']"
2016-01-05T12:08:40Z,b'Chris Christie Differentiates Black Lives Matter From 1960s Unrest',b'By MAGGIE HABERMAN and PATRICK HEALY',,542,"['Christie, Christopher J']"
2016-01-05T11:18:57Z,b'The Latest: Cruz to Give Away Engraved Shotgun',b'By THE ASSOCIATED PRESS',"b""The latest on President Barack Obama's executive actions to tighten gun control in the United States (all times EST):""",1911,NA
2016-01-05T09:30:08Z,"b'Bill Clinton to Return to Campaign Trail, in Iowa'",b'By AMY CHOZICK',,293,"['Clinton, Bill']"
2016-01-05T07:30:36Z,b'Obama&rsquo;s Effort to Go It Alone on Guns Brings Republicans Together',b'By MICHAEL D. SHEAR',,353,"['Obama, Barack']"
2016-01-05T03:31:14Z,b'Business Group Hopes to Jumpstart Momentum for Trade Pact',b'By THE ASSOCIATED PRESS',"b'Leading business groups, often at odds with President Barack Obama, are looking to give momentum to one of his top priorities before he leaves office: approval of a trade pact linking 12 nations along the Pacific Rim that make up 40 percent of the world economy.'",560,NA
2016-01-05T03:14:42Z,b'Obama Thrusts Gun Control Debate Into Forefront of 2016 Race',b'By THE ASSOCIATED PRESS',"b'With his emotional plea for America to embrace some gun control, President Barack Obama on Thursday thrust the contentious issue to the forefront of the 2016 presidential campaign just weeks from the Feb. 1 Iowa caucuses.'",937,NA
2016-01-05T00:41:56Z,"b""On the Campaign Trail With Bill, It's All About Hillary""",b'By REUTERS',"b'Former U. S. President Bill Clinton hit the campaign trail on Monday in support of his wife, Hillary Clinton, who seeks the nomination in the Democratic contest, touting her record in public office and dodging discussion of his own.'",436,NA
2016-01-05T00:00:00Z,b'Time to Talk Robots',b'By EMMA ROLLER',"b'Politicians love to mourn the demise of manufacturing, but their statements oversimplify the problems and ignore the real source of trouble.'",1293,['Factories and Manufacturing']
2016-01-05T00:00:00Z,b'The Age of Small Terror',b'By DAVID BROOKS',b'We must wage an intellectual battle against the subtle corrosion of open society that results from frequent small threatening acts.',813,['Terrorism']
2016-01-05T00:00:00Z,b'Angling for the Hopping Mad',b'By THE EDITORIAL BOARD',b'A new survey seems to hold some explanation for Donald Trump\xe2\x80\x99s and Bernie Sanders\xe2\x80\x99s popularity by appealing to angry Americans.',466,['Editorials']
2016-01-05T00:00:00Z,b'Indy Winner for Sale (See Fine Print) ',b'By JERRY GARRETT',"b'Andretti Autosport, the team that currently owns the car that Ryan Hunter-Reay raced to victory in 2014, is offering it at auction with a catch.'",627,['Automobile Racing']
2016-01-05T00:00:00Z,"b'Bill Clinton, the Subdued Spouse, Makes His Campaign Debut'",b'By PATRICK HEALY',"b'The former president kept the focus on Hillary Clinton and not her opponents, or himself, in his first solo campaign swing in New Hampshire this election.'",1154,['Presidential Election of 2016']
2016-01-05T00:00:00Z,b'The President Acts on Gun Violence',b'By THE EDITORIAL BOARD',"b'Congressional Republicans won\xe2\x80\x99t pass even basic, sensible gun-safety measures, so Mr. Obama is doing what he can through executive actions.'",634,['Editorials']
2016-01-05T00:00:00Z,"b'Republicans Turn Up Heat in Iowa, Setting Aside Good for Bad and Ugly'",b'By JEREMY W. PETERS',"b'The presidential candidates, even the once-cheery Marco Rubio, are warning of dark, dangerous times and taking personal potshots at President Obama and Hillary Clinton.'",1023,['Presidential Election of 2016']
2016-01-05T00:00:00Z,b'Obama to Expand Gun Background Checks and Tighten Enforcement',b'By MICHAEL D. SHEAR and ERIC LICHTBLAU',b'President Obama\xe2\x80\x99s executive actions on guns will stop short of the kind of large-scale changes that he unsuccessfully sought from Congress three years ago.',1083,['Gun Control']
2016-01-05T00:00:00Z,"b'Donald Trump, in First Ad, Plays to Fears on Immigration and ISIS'",b'By NICK CORASANITI',"b'Shrouded in darkness, the ad trumpets Mr. Trump\xe2\x80\x99s call to bar Muslims from entering the United States and promises a wall on the Mexican border.'",450,['Presidential Election of 2016']
2016-01-05T00:00:00Z,b'G.O.P. Presidential Hopefuls Gird for a Month of Mud-Flinging',b'By JONATHAN MARTIN',"b'Supporters of Senator Marco Rubio, Senator Ted Cruz, Jeb Bush and Mike Huckabee are poised to unleash a wave of ferocious attacks before the Iowa caucuses and New Hampshire primary.'",1368,['Presidential Election of 2016']
2016-01-04T23:05:25Z,b'Bill Clinton Is to Campaign in Iowa',b'By AMY CHOZICK',,282,"['Clinton, Bill']"
2016-01-04T19:01:35Z,b'Police Search for Vandal Who Left Bacon at Florida Mosque',b'By REUTERS',"b'Florida police were trying on Monday to identify a man with a shaved head and wearing camouflage clothing who was caught on  surveillance camera breaking windows, cameras and lights with a machete at a mosque and leaving bacon on the doorstep.'",351,NA
2016-01-04T18:38:54Z,"b'Donald Trump Finally Buys TV Ads, and Lots of Them'",b'By NICK CORASANITI and MAGGIE HABERMAN',,530,"['Bush, Jeb']"
2016-01-04T16:38:24Z,b'Hillary Clinton Tells Democrats in Iowa: &#8216;I Need You&#8217;',b'By AMY CHOZICK',,394,NA
2016-01-04T16:14:03Z,b'Trump Embraces Muslim Ban in Opening TV Ads',b'By THE ASSOCIATED PRESS',b'Republican presidential hopeful Donald Trump is giving some of the most divisive proposals of his campaign a starring role in his first television ad &#8212; although the billionaire developer faced questions about the footage he chose to illustrate his arguments.',704,NA
2016-01-04T15:01:21Z,b'Ted Cruz&#8217;s Iowa Bus Tour: Making a Favorite Joke in Boone',b'By MATT FLEGENHEIMER',,278,"['Cruz, Ted']"
2016-01-04T13:52:45Z,"b'Bill Clinton, in Restrained Mode, Returns to Campaign Trail in New Hampshire'",b'By PATRICK HEALY',,684,"['Clinton, Bill']"
